id,DOI,URL,abstract,alternative_id,archive,article_number,container_title,created_date_parts,created_date_time,created_timestamp,deposited_date_parts,deposited_date_time,deposited_timestamp,indexed_date_parts,indexed_date_time,indexed_timestamp,is_referenced_by_count,issue,issued,issued_date_parts,issued_date_time,issued_timestamp,language,member,original_title,page,prefix,published_online_date_parts,published_online_date_time,published_online_timestamp,published_print_date_parts,published_print_date_time,published_print_timestamp,publisher,publisher_location,reference_count,references_count,score,short_container_title,short_title,source,subtitle,title,type,update_policy,volume,fk
127,10.1080/026404197367056,http://dx.doi.org/10.1080/026404197367056,NULL,10.1080/026404197367056,NULL,NULL,Journal of Sports Sciences,7/26/2002,2002-07-26 15:52:00,1.03E+12,11/27/2017,2017-11-27 09:00:00,1.51E+12,5/26/2020,2020-05-26 20:44:00,1.59E+12,102,6,NULL,1997/1,NULL,NULL,en,301,None,621-640,10.108,NULL,NULL,NULL,1997/1,NULL,NULL,Informa UK Limited,NULL,1,1,1,Journal of Sports Sciences,None,Crossref,None,Skill acquisition in sport: Some applications of an evolving practice ecology,journal-article,NULL,15,127
128,10.1046/j.1525-1497.1998.00005.x,http://dx.doi.org/10.1046/j.1525-1497.1998.00005.x,NULL,1301032,NULL,NULL,Journal of General Internal Medicine,3/12/2003,2003-03-12 05:25:00,1.05E+12,2/6/2020,2020-02-06 03:50:00,1.58E+12,4/16/2020,2020-04-16 22:00:00,1.59E+12,30,1,NULL,1998/1,NULL,NULL,en,297,None,32-38,10.1007,NULL,NULL,NULL,1998/1,NULL,NULL,Springer Science and Business Media LLC,NULL,66,66,1,J Gen Intern Med,None,Crossref,Questions and controversy,Qualitative research in medicine and health care,journal-article,NULL,13,128
129,10.1007/bf02739930,http://dx.doi.org/10.1007/bf02739930,NULL,BF02739930,NULL,NULL,Endocrine Pathology,11/4/2007,2007-11-04 07:45:00,1.19E+12,5/20/2019,2019-05-20 06:45:00,1.56E+12,4/12/2020,2020-04-12 08:45:00,1.59E+12,32,4,NULL,1997/12,NULL,NULL,en,297,None,283-292,10.1007,NULL,NULL,NULL,1997/12,NULL,NULL,Springer Science and Business Media LLC,NULL,27,27,1,Endocr Pathol,None,Crossref,None,Dyshormonogenetic goiter: A clinicopathologic study of 56 cases,journal-article,NULL,8,129
130,10.1016/s0140-6736(97)06316-2,http://dx.doi.org/10.1016/s0140-6736(97)06316-2,NULL,S0140673697063162,NULL,NULL,The Lancet,7/26/2002,2002-07-26 00:46:00,1.03E+12,4/16/2019,2019-04-16 13:29:00,1.56E+12,3/30/2020,2020-03-30 19:03:00,1.59E+12,51,9096,NULL,1998/1,NULL,NULL,en,78,None,134-136,10.1016,NULL,NULL,NULL,1998/1,NULL,NULL,Elsevier BV,NULL,28,28,1,The Lancet,None,Crossref,None,Personal significance: the third dimension,journal-article,NULL,351,130
131,10.1056/nejm199801223380401,http://dx.doi.org/10.1056/nejm199801223380401,NULL,10.1056/NEJM199801223380401,NULL,NULL,New England Journal of Medicine,7/27/2002,2002-07-27 12:54:00,1.03E+12,12/16/2017,2017-12-16 23:29:00,1.51E+12,6/23/2020,2020-06-23 02:45:00,1.59E+12,396,4,NULL,1/22/1998,NULL,NULL,en,150,None,209-216,10.1056,NULL,NULL,NULL,1/22/1998,NULL,NULL,Massachusetts Medical Society,NULL,28,28,1,N Engl J Med,None,Crossref,None,Differential Behavioral Effects of Gonadal Steroids in Women with and in Those without Premenstrual Syndrome,journal-article,NULL,338,131
132,10.1038/34891,http://dx.doi.org/10.1038/34891,NULL,BF34891,NULL,NULL,Nature,7/26/2002,2002-07-26 08:37:00,1.03E+12,3/18/2019,2019-03-18 22:23:00,1.55E+12,6/22/2020,2020-06-22 10:44:00,1.59E+12,235,6665,NULL,1998/1,NULL,NULL,en,297,None,378-381,10.1038,NULL,NULL,NULL,1998/1,NULL,NULL,Springer Science and Business Media LLC,NULL,26,26,1,Nature,None,Crossref,None,The timing of Pleistocene glaciations from a simple multiple-state climate model,journal-article,NULL,391,132
133,10.1126/science.279.5350.491,http://dx.doi.org/10.1126/science.279.5350.491,NULL,NULL,NULL,NULL,Science,7/27/2002,2002-07-27 09:37:00,1.03E+12,2/5/2020,2020-02-05 15:34:00,1.58E+12,7/2/2020,2020-07-02 07:44:00,1.59E+12,633,5350,NULL,1/23/1998,NULL,NULL,NULL,221,None,491-497,10.1126,NULL,NULL,NULL,1/23/1998,NULL,NULL,American Association for the Advancement of Science (AAAS),NULL,0,0,1,None,None,Crossref,None,Entering the Century of the Environment: A New Social Contract for Science,journal-article,NULL,279,133
134,10.1126/science.279.5350.519,http://dx.doi.org/10.1126/science.279.5350.519,NULL,NULL,NULL,NULL,Science,7/27/2002,2002-07-27 09:42:00,1.03E+12,2/5/2020,2020-02-05 15:34:00,1.58E+12,7/2/2020,2020-07-02 12:04:00,1.59E+12,1064,5350,NULL,1/23/1998,NULL,NULL,NULL,221,None,519-526,10.1126,NULL,NULL,NULL,1/23/1998,NULL,NULL,American Association for the Advancement of Science (AAAS),NULL,0,0,1,None,None,Crossref,None,Kinesin and Dynein Superfamily Proteins and the Mechanism of Organelle Transport,journal-article,NULL,279,134
135,10.1016/s0964-5691(97)00029-x,http://dx.doi.org/10.1016/s0964-5691(97)00029-x,NULL,S096456919700029X,NULL,NULL,Ocean & Coastal Management,7/25/2002,2002-07-25 16:16:00,1.03E+12,4/26/2019,2019-04-26 07:21:00,1.56E+12,5/28/2020,2020-05-28 14:50:00,1.59E+12,9,3-Feb,NULL,1997/1,NULL,NULL,en,78,None,121-135,10.1016,NULL,NULL,NULL,1997/1,NULL,NULL,Elsevier BV,NULL,7,7,1,Ocean & Coastal Management,None,Crossref,None,Fisheries management in Iceland,journal-article,NULL,35,135
136,10.1287/orsc.8.6.698,http://dx.doi.org/10.1287/orsc.8.6.698,NULL,10.1287/orsc.8.6.698,NULL,NULL,Organization Science,10/31/2008,2008-10-31 22:47:00,1.23E+12,7/7/2017,2017-07-07 15:23:00,1.50E+12,5/11/2020,2020-05-11 15:46:00,1.59E+12,440,6,NULL,1997/12,NULL,NULL,en,109,None,698-706,10.1287,NULL,NULL,NULL,1997/12,NULL,NULL,Institute for Operations Research and the Management Sciences (INFORMS),NULL,0,0,1,Organization Science,None,Crossref,None,Crossroads—Organizational Performance as a Dependent Variable,journal-article,NULL,8,136
137,10.1093/oxfordjournals.cje.a013701,http://dx.doi.org/10.1093/oxfordjournals.cje.a013701,NULL,NULL,NULL,NULL,Cambridge Journal of Economics,4/19/2012,2012-04-19 00:10:00,1.33E+12,8/23/2017,2017-08-23 22:34:00,1.50E+12,3/6/2020,2020-03-06 12:43:00,1.58E+12,55,1,NULL,1/1/1998,NULL,NULL,en,286,None,103-116,10.1093,NULL,NULL,NULL,1/1/1998,NULL,NULL,Oxford University Press (OUP),NULL,0,0,1,Cambridge Journal of Economics,None,Crossref,None,The myth (or folly) of the 3% deficit/GDP Maastricht 'parameter',journal-article,NULL,22,137
138,10.1080/03014469800005432,http://dx.doi.org/10.1080/03014469800005432,NULL,10.1080/03014469800005432,NULL,NULL,Annals of Human Biology,1/24/2006,2006-01-24 00:31:00,1.14E+12,4/16/2019,2019-04-16 01:19:00,1.56E+12,4/9/2020,2020-04-09 22:49:00,1.59E+12,29,1,NULL,1998/1,NULL,NULL,en,301,None,69-75,10.108,7/9/2009,NULL,NULL,1998/1,NULL,NULL,Informa UK Limited,NULL,16,16,1,Annals of Human Biology,None,Crossref,None,Pregnancy and menstrual hormone levels in mothers of twins compared to mothers of singletons,journal-article,NULL,25,138
139,10.1098/rspa.1998.0160,http://dx.doi.org/10.1098/rspa.1998.0160,NULL,10.1098/rspa.1998.0160,NULL,NULL,"Proceedings of the Royal Society of London. Series A: Mathematical, Physical and Engineering Sciences",7/26/2002,2002-07-26 23:57:00,1.03E+12,7/18/2019,2019-07-18 23:59:00,1.56E+12,2/10/2020,2020-02-10 17:23:00,1.58E+12,63,1969,NULL,1/8/1998,NULL,NULL,en,175,None,277-304,10.1098,1/8/1998,NULL,NULL,1/8/1998,NULL,NULL,The Royal Society,NULL,27,27,1,Proc. R. Soc. Lond. A,None,Crossref,None,Information-theoretic approach to quantum error correction and reversible measurement,journal-article,NULL,454,139
140,10.1006/jcss.1997.1534,http://dx.doi.org/10.1006/jcss.1997.1534,NULL,S0022000097915348,NULL,NULL,Journal of Computer and System Sciences,9/18/2002,2002-09-18 14:19:00,1.03E+12,5/9/2019,2019-05-09 07:54:00,1.56E+12,6/7/2020,2020-06-07 02:03:00,1.59E+12,198,3,NULL,1997/12,NULL,NULL,en,78,None,441-453,10.1006,NULL,NULL,NULL,1997/12,NULL,NULL,Elsevier BV,NULL,24,24,1,Journal of Computer and System Sciences,None,Crossref,None,Size-Estimation Framework with Applications to Transitive Closure and Reachability,journal-article,NULL,55,140
141,10.1093/oxfordjournals.pa.a028777,http://dx.doi.org/10.1093/oxfordjournals.pa.a028777,NULL,NULL,NULL,NULL,Parliamentary Affairs,4/19/2012,2012-04-19 07:18:00,1.33E+12,8/23/2017,2017-08-23 21:29:00,1.50E+12,3/26/2020,2020-03-26 16:38:00,1.59E+12,6,1,NULL,1/1/1998,NULL,NULL,en,286,None,71-83,10.1093,NULL,NULL,NULL,1/1/1998,NULL,NULL,Oxford University Press (OUP),NULL,0,0,1,Parliamentary Affairs,None,Crossref,None,The Return of the Left: The 1997 French Parliamentary Election,journal-article,NULL,51,141
142,10.1021/jf970670x,http://dx.doi.org/10.1021/jf970670x,NULL,10.1021/jf970670x,NULL,NULL,Journal of Agricultural and Food Chemistry,7/26/2002,2002-07-26 05:23:00,1.03E+12,9/29/2019,2019-09-29 05:05:00,1.57E+12,3/26/2020,2020-03-26 06:24:00,1.59E+12,42,1,NULL,1998/1,NULL,NULL,en,316,None,206-210,10.1021,NULL,NULL,NULL,1998/1,NULL,NULL,American Chemical Society (ACS),NULL,0,0,1,J. Agric. Food Chem.,None,Crossref,None,Effects of Microwave Heating on the Loss of Vitamin B12in Foods,journal-article,NULL,46,142
143,10.1016/s0146-6380(97)00056-9,http://dx.doi.org/10.1016/s0146-6380(97)00056-9,NULL,S0146638097000569,NULL,NULL,Organic Geochemistry,7/26/2002,2002-07-26 00:05:00,1.03E+12,1/30/2020,2020-01-30 05:45:00,1.58E+12,6/11/2020,2020-06-11 13:04:00,1.59E+12,445,8-Jul,NULL,1997/12,NULL,NULL,en,78,None,319-361,10.1016,NULL,NULL,NULL,1997/12,NULL,NULL,Elsevier BV,NULL,370,370,1,Organic Geochemistry,None,Crossref,None,Comparative organic geochemistries of soils and marine sediments,journal-article,NULL,27,143
144,10.1093/oxrep/13.4.43,http://dx.doi.org/10.1093/oxrep/13.4.43,NULL,NULL,NULL,NULL,Oxford Review of Economic Policy,7/26/2002,2002-07-26 18:58:00,1.03E+12,8/22/2017,2017-08-22 16:53:00,1.50E+12,3/31/2020,2020-03-31 05:59:00,1.59E+12,10,4,NULL,12/1/1997,NULL,NULL,NULL,286,None,43-52,10.1093,NULL,NULL,NULL,12/1/1997,NULL,NULL,Oxford University Press (OUP),NULL,0,0,1,None,None,Crossref,None,Government debt management,journal-article,NULL,13,144
145,10.1080/00336297.1998.10484264,http://dx.doi.org/10.1080/00336297.1998.10484264,NULL,10.1080/00336297.1998.10484264,NULL,NULL,Quest,4/20/2012,2012-04-20 16:48:00,1.33E+12,6/27/2019,2019-06-27 16:31:00,1.56E+12,3/13/2020,2020-03-13 13:24:00,1.58E+12,93,1,NULL,1998/2,NULL,NULL,en,301,None,59-79,10.108,NULL,NULL,NULL,1998/2,NULL,NULL,Informa UK Limited,NULL,66,66,1,Quest,None,Crossref,None,Examining and Extending Research in Coach Development,journal-article,NULL,50,145
146,10.1111/j.1467-842x.1997.tb01787.x,http://dx.doi.org/10.1111/j.1467-842x.1997.tb01787.x,NULL,NULL,Portico,NULL,Australian and New Zealand Journal of Public Health,5/14/2008,2008-05-14 10:59:00,1.21E+12,5/5/2020,2020-05-05 17:19:00,1.59E+12,5/5/2020,2020-05-05 17:40:00,1.59E+12,45,7,NULL,1997/12,NULL,NULL,en,311,None,722-730,10.1111,5/14/2008,NULL,NULL,1997/12,NULL,NULL,Wiley,NULL,26,26,1,None,None,Crossref,None,A review of Q fever in Australia 1991-1994,journal-article,NULL,21,146
147,10.1016/s0278-5919(05)70056-9,http://dx.doi.org/10.1016/s0278-5919(05)70056-9,NULL,S0278591905700569,NULL,NULL,Clinics in Sports Medicine,7/26/2005,2005-07-26 19:00:00,1.12E+12,3/8/2019,2019-03-08 18:48:00,1.55E+12,4/9/2020,2020-04-09 11:58:00,1.59E+12,19,1,NULL,1998/1,NULL,NULL,en,78,None,12-Jan,10.1016,NULL,NULL,NULL,1998/1,NULL,NULL,Elsevier BV,NULL,16,16,1,Clinics in Sports Medicine,None,Crossref,None,EPIDEMIOLOGY OF ATHLETIC HEAD INJURY,journal-article,NULL,17,147
148,10.1002/hep.510270224,http://dx.doi.org/10.1002/hep.510270224,NULL,NULL,NULL,NULL,Hepatology,7/27/2004,2004-07-27 23:44:00,1.09E+12,8/2/2018,2018-08-02 00:07:00,1.53E+12,6/5/2020,2020-06-05 18:05:00,1.59E+12,168,2,NULL,1998/2,NULL,NULL,en,311,None,488-496,10.1002,NULL,NULL,NULL,1998/2,NULL,NULL,Wiley,NULL,15,15,1,Hepatology,None,Crossref,None,"Pathology of the liver in budd-chiari syndrome: Portal vein thrombosis and the histogenesis of veno-centric cirrhosis, veno-portal cirrhosis, and large regenerative nodules",journal-article,NULL,27,148
149,10.1023/a:1006554906681,http://dx.doi.org/10.1023/a:1006554906681,NULL,171534,NULL,NULL,Evolutionary Ecology,12/22/2002,2002-12-22 02:18:00,1.04E+12,6/15/2017,2017-06-15 04:36:00,1.50E+12,7/1/2020,2020-07-01 21:23:00,1.59E+12,1109,1,NULL,1998/1,NULL,NULL,en,297,None,35-57,10.1007,6/23/2013,NULL,NULL,1998/1,NULL,NULL,Springer Science and Business Media LLC,NULL,55,55,1,Evolutionary Ecology,None,Crossref,None,Evolutionarily singular strategies and the adaptive growth and branching of the evolutionary tree,journal-article,NULL,12,149
150,10.1136/bmj.316.7127.285,http://dx.doi.org/10.1136/bmj.316.7127.285,NULL,NULL,NULL,NULL,BMJ,10/27/2011,2011-10-27 23:50:00,1.32E+12,12/24/2016,2016-12-24 17:39:00,1.48E+12,6/17/2020,2020-06-17 22:26:00,1.59E+12,392,7127,NULL,1/24/1998,NULL,NULL,en,239,None,285-285,10.1136,NULL,NULL,NULL,1/24/1998,NULL,NULL,BMJ,NULL,0,0,1,BMJ,None,Crossref,None,Understanding controlled trials: What are pragmatic trials?,journal-article,NULL,316,150
151,10.1136/bmj.316.7127.301,http://dx.doi.org/10.1136/bmj.316.7127.301,NULL,NULL,NULL,NULL,BMJ,10/27/2011,2011-10-27 19:50:00,1.32E+12,12/24/2016,2016-12-24 01:27:00,1.48E+12,3/24/2020,2020-03-24 21:19:00,1.59E+12,63,7127,NULL,1/24/1998,NULL,NULL,en,239,None,301-304,10.1136,NULL,NULL,NULL,1/24/1998,NULL,NULL,BMJ,NULL,0,0,1,BMJ,None,Crossref,None,Continuing medical education: Changes in health care and continuing medical education for the 21st century,journal-article,NULL,316,151
152,10.1016/s0140-6736(05)78270-2,http://dx.doi.org/10.1016/s0140-6736(05)78270-2,NULL,S0140673605782702,NULL,NULL,The Lancet,4/9/2005,2005-04-09 11:46:00,1.11E+12,1/27/2019,2019-01-27 13:59:00,1.55E+12,2/10/2020,2020-02-10 12:24:00,1.58E+12,28,9098,NULL,1998/1,NULL,NULL,en,78,None,267,10.1016,NULL,NULL,NULL,1998/1,NULL,NULL,Elsevier BV,NULL,4,4,1,The Lancet,None,Crossref,None,Marijuana for intractable hiccups,journal-article,NULL,351,152
153,10.7326/0003-4819-128-3-199802010-00009,http://dx.doi.org/10.7326/0003-4819-128-3-199802010-00009,NULL,NULL,NULL,NULL,Annals of Internal Medicine,4/12/2013,2013-04-12 17:25:00,1.37E+12,4/12/2013,2013-04-12 17:25:00,1.37E+12,3/29/2020,2020-03-29 01:16:00,1.59E+12,28,3,NULL,2/1/1998,NULL,NULL,en,4285,None,224,10.7326,NULL,NULL,NULL,2/1/1998,NULL,NULL,American College of Physicians,NULL,0,0,1,Ann Intern Med,None,Crossref,None,Internists' and Surgeons' Attitudes toward Guns and Firearm Injury Prevention,journal-article,NULL,128,153
154,10.7326/0003-4819-128-3-199802010-00011,http://dx.doi.org/10.7326/0003-4819-128-3-199802010-00011,NULL,NULL,NULL,NULL,Annals of Internal Medicine,4/12/2013,2013-04-12 13:25:00,1.37E+12,4/12/2013,2013-04-12 13:25:00,1.37E+12,3/29/2020,2020-03-29 01:16:00,1.59E+12,3,3,NULL,2/1/1998,NULL,NULL,en,4285,None,234,10.7326,NULL,NULL,NULL,2/1/1998,NULL,NULL,American College of Physicians,NULL,0,0,1,Ann Intern Med,None,Crossref,None,Reframing Gun Violence,journal-article,NULL,128,154
155,10.7326/0003-4819-128-3-199802010-00012,http://dx.doi.org/10.7326/0003-4819-128-3-199802010-00012,NULL,NULL,NULL,NULL,Annals of Internal Medicine,4/12/2013,2013-04-12 17:25:00,1.37E+12,4/12/2013,2013-04-12 17:25:00,1.37E+12,4/16/2020,2020-04-16 22:00:00,1.59E+12,17,3,NULL,2/1/1998,NULL,NULL,en,4285,None,236,10.7326,NULL,NULL,NULL,2/1/1998,NULL,NULL,American College of Physicians,NULL,0,0,1,Ann Intern Med,None,Crossref,None,Firearm Injury Prevention,journal-article,NULL,128,155
156,10.1086/305070,http://dx.doi.org/10.1086/305070,NULL,10.1086/305070,NULL,NULL,The Astrophysical Journal,7/26/2002,2002-07-26 18:50:00,1.03E+12,4/16/2020,2020-04-16 18:00:00,1.59E+12,6/18/2020,2020-06-18 17:43:00,1.59E+12,289,2,NULL,1/10/1998,NULL,NULL,en,266,None,554-568,10.1088,NULL,NULL,NULL,1/10/1998,NULL,NULL,IOP Publishing,NULL,96,96,1,ApJ,None,Crossref,None,Advection‐dominated Accretion Model of Sagittarius A*: Evidence for a Black Hole at the Galactic Center,journal-article,NULL,492,156
157,10.1086/311109,http://dx.doi.org/10.1086/311109,NULL,311109,NULL,NULL,The Astrophysical Journal,7/26/2002,2002-07-26 18:55:00,1.03E+12,3/12/2020,2020-03-12 09:51:00,1.58E+12,3/12/2020,2020-03-12 11:04:00,1.58E+12,83,2,NULL,1/10/1998,NULL,NULL,NULL,266,None,L111-L114,10.1088,NULL,NULL,NULL,1/10/1998,NULL,NULL,IOP Publishing,NULL,21,21,1,None,None,Crossref,None,Kinematics of the Nuclear Ionized Gas in the Radio Galaxy M84 (NGC 4374),journal-article,NULL,492,157
158,10.1007/bf02459289,http://dx.doi.org/10.1007/bf02459289,NULL,BF02459289,NULL,NULL,Scientometrics,7/8/2006,2006-07-08 06:56:00,1.15E+12,5/17/2019,2019-05-17 20:14:00,1.56E+12,4/6/2020,2020-04-06 11:44:00,1.59E+12,57,3,NULL,1997/11,NULL,NULL,en,297,None,407-422,10.1007,NULL,NULL,NULL,1997/11,NULL,NULL,Springer Science and Business Media LLC,NULL,12,12,1,Scientometrics,None,Crossref,None,Characteristics and impact of the matthew effect for countries,journal-article,NULL,40,158
159,10.1021/np970237h,http://dx.doi.org/10.1021/np970237h,NULL,10.1021/np970237h,NULL,NULL,Journal of Natural Products,7/26/2002,2002-07-26 05:23:00,1.03E+12,9/29/2019,2019-09-29 05:58:00,1.57E+12,7/2/2020,2020-07-02 10:04:00,1.59E+12,570,1,NULL,1998/1,NULL,NULL,en,316,None,71-76,10.1021,NULL,NULL,NULL,1998/1,NULL,NULL,American Chemical Society (ACS),NULL,0,0,1,J. Nat. Prod.,None,Crossref,None,Structure−Activity Relationship and Classification of Flavonoids as Inhibitors of Xanthine Oxidase and Superoxide Scavengers,journal-article,NULL,61,159
160,10.1071/bt96021,http://dx.doi.org/10.1071/bt96021,"<jats:p>
Research over the last decade has shown that regional estimation of Leaf Area
Index (LAI) is possible using the ratio of red and near infrared radiation
derived from satellite or airborne sensors. At landscape levels, however, this
relationship has been more difficult to establish due to (i) logistic
difficulties in measuring seasonal variation in LAI across the landscape over
an extended period of time and (ii) difficulties in establishing the effect of
understorey, canopy closure, and soil on the spectral radiation at fine
spatial resolutions (&lt; 100 m). This paper examines the first issue by
utilising a temporal sequence of LAI data of a
Eucalyptus mixed hardwood forest
(E. maculata Hook., E. paniculata
Sm., E. globoidea Blakely,
E. pilularis Sm., E. sieberi
L.Johnson) in south-eastern New South Wales and comparing it to historical
Landsat Multi-Spectral Scanner (MSS) data covering a 9 year period. Field LAI
was compared to the Normalised Difference Vegetation Index (NDVI) and the
Simple Ratio (SR) derived from the MSS data. Linear relationships were shown
to be appropriate to relate both transformations to the LAI data with
r2 -values of 0.71 and 0.53
respectively. Using the NDVI relationship, LAI values were estimated along a
transect originating from the monitoring site and these were compared to
percentage canopy cover values derived from aerial photography.</jats:p>",BT96021,NULL,NULL,Australian Journal of Botany,8/5/2004,2004-08-05 22:56:00,1.09E+12,11/22/2018,2018-11-22 05:09:00,1.54E+12,3/24/2020,2020-03-24 11:45:00,1.59E+12,28,5,NULL,1997,NULL,NULL,en,67,None,757,10.1071,NULL,NULL,NULL,1997,NULL,NULL,CSIRO Publishing,NULL,0,0,1,Aust. J. Bot.,None,Crossref,None,Estimation of Eucalypt Forest Leaf Area Index on the South Coast of New South Wales using Landsat MSS Data,journal-article,NULL,45,160
161,10.7589/0090-3558-34.1.161,http://dx.doi.org/10.7589/0090-3558-34.1.161,NULL,10.7589/0090-3558-34.1.161,NULL,NULL,Journal of Wildlife Diseases,10/24/2013,2013-10-24 20:29:00,1.38E+12,3/29/2017,2017-03-29 11:43:00,1.49E+12,3/29/2020,2020-03-29 19:43:00,1.59E+12,4,1,NULL,1998/1,NULL,NULL,en,4415,None,161-164,10.7589,NULL,NULL,NULL,1998/1,NULL,NULL,Wildlife Disease Association,NULL,0,0,1,Journal of Wildlife Diseases,None,Crossref,None,Geographical Distribution of Demodex ursi in Black Bears from Florida,journal-article,NULL,34,161
162,10.1103/revmodphys.70.101,http://dx.doi.org/10.1103/revmodphys.70.101,NULL,NULL,NULL,NULL,Reviews of Modern Physics,7/27/2002,2002-07-27 01:38:00,1.03E+12,12/10/2017,2017-12-10 01:44:00,1.51E+12,7/1/2020,2020-07-01 19:23:00,1.59E+12,839,1,NULL,1/1/1998,NULL,NULL,en,16,None,101-144,10.1103,1/1/1998,NULL,NULL,NULL,NULL,NULL,American Physical Society (APS),NULL,205,205,1,Rev. Mod. Phys.,None,Crossref,None,The quantum-jump approach to dissipative dynamics in quantum optics,journal-article,NULL,70,162
163,10.1023/a:1024461216994,http://dx.doi.org/10.1023/a:1024461216994,NULL,NULL,NULL,NULL,Journal of Traumatic Stress,9/15/2003,2003-09-15 17:22:00,1.06E+12,3/25/2020,2020-03-25 15:29:00,1.59E+12,4/20/2020,2020-04-20 10:24:00,1.59E+12,88,1,NULL,1998/1,NULL,NULL,en,311,None,103-112,10.1002,NULL,NULL,NULL,1998/1,NULL,NULL,Wiley,NULL,38,38,1,J. Traum. Stress,None,Crossref,None,"Suicidal behavior after severe trauma. Part 1: PTSD diagnoses, psychiatric comorbidity, and assessments of suicidal behavior",journal-article,NULL,11,163
164,10.1023/a:1024413301064,http://dx.doi.org/10.1023/a:1024413301064,NULL,NULL,NULL,NULL,Journal of Traumatic Stress,9/15/2003,2003-09-15 17:22:00,1.06E+12,8/2/2018,2018-08-02 04:51:00,1.53E+12,4/7/2020,2020-04-07 20:07:00,1.59E+12,20,1,NULL,1998/1,NULL,NULL,en,311,None,113-124,10.1002,NULL,NULL,NULL,1998/1,NULL,NULL,Wiley,NULL,30,30,1,J. Traum. Stress,None,Crossref,None,Suicidal behavior after severe trauma. Part 2: The association between methods of torture and of suicidal ideation in posttraumatic stress disotrder,journal-article,NULL,11,164
165,10.1111/j.1475-2743.1997.tb00594.x,http://dx.doi.org/10.1111/j.1475-2743.1997.tb00594.x,NULL,10.1111/j.1475-2743.1997.tb00594.x,NULL,NULL,Soil Use and Management,2/2/2007,2007-02-02 21:57:00,1.17E+12,4/19/2020,2020-04-19 23:11:00,1.59E+12,7/4/2020,2020-07-04 21:23:00,1.59E+12,534,s4,NULL,1997/12,NULL,NULL,en,311,None,230-244,10.1111,NULL,NULL,NULL,1997/12,NULL,NULL,Wiley,NULL,147,147,1,Soil Use & Management,None,Crossref,None,Agricultural soils as a sink to mitigate CO2emissions,journal-article,NULL,13,165
166,10.1016/s0925-4005(97)00283-9,http://dx.doi.org/10.1016/s0925-4005(97)00283-9,NULL,S0925400597002839,NULL,NULL,Sensors and Actuators B: Chemical,7/26/2002,2002-07-26 00:56:00,1.03E+12,2/4/2020,2020-02-04 20:02:00,1.58E+12,2/4/2020,2020-02-04 20:40:00,1.58E+12,58,2,NULL,1997/12,NULL,NULL,en,78,None,123-130,10.1016,NULL,NULL,NULL,1997/12,NULL,NULL,Elsevier BV,NULL,15,15,1,Sensors and Actuators B: Chemical,None,Crossref,None,Simultaneous quantification of carbon monoxide and methane in humid air using a sensor array and an artificial neural network,journal-article,NULL,45,166
167,10.1016/s0165-0173(97)00025-8,http://dx.doi.org/10.1016/s0165-0173(97)00025-8,NULL,S0165017397000258,NULL,NULL,Brain Research Reviews,7/25/2002,2002-07-25 22:17:00,1.03E+12,1/28/2020,2020-01-28 20:44:00,1.58E+12,6/12/2020,2020-06-12 10:06:00,1.59E+12,269,3,NULL,1997/12,NULL,NULL,en,78,None,359-372,10.1016,NULL,NULL,NULL,1997/12,NULL,NULL,Elsevier BV,NULL,99,99,1,Brain Research Reviews,None,Crossref,None,Glucocorticoids as a biological substrate of reward: physiological and pathophysiological implications,journal-article,NULL,25,167
168,10.1002/chir.5,http://dx.doi.org/10.1002/chir.5,NULL,NULL,NULL,NULL,Chirality,1/7/2005,2005-01-07 18:03:00,1.11E+12,8/1/2018,2018-08-01 00:29:00,1.53E+12,7/2/2020,2020-07-02 09:43:00,1.59E+12,85,2-Jan,NULL,1998,NULL,NULL,en,311,None,24-27,10.1002,NULL,NULL,NULL,1998,NULL,NULL,Wiley,NULL,33,33,1,Chirality,None,Crossref,None,Homochiral imperative of molecular evolution,journal-article,NULL,10,168
169,10.1177/030639689803900301,http://dx.doi.org/10.1177/030639689803900301,NULL,10.1177/030639689803900301,NULL,NULL,Race & Class,3/29/2008,2008-03-29 15:31:00,1.21E+12,1/10/2018,2018-01-10 01:24:00,1.52E+12,4/12/2020,2020-04-12 20:26:00,1.59E+12,1,3,NULL,1998/1,NULL,NULL,en,179,None,20-Jan,10.1177,6/23/2016,NULL,NULL,1998/1,NULL,NULL,SAGE Publications,NULL,0,0,1,Race & Class,None,Crossref,None,The 'discovery' and appropriation of African music and dance,journal-article,NULL,39,169
170,10.1136/gut.42.1.2,http://dx.doi.org/10.1136/gut.42.1.2,NULL,10.1136/gut.42.1.2,NULL,NULL,Gut,6/30/2010,2010-06-30 16:46:00,1.28E+12,2/15/2020,2020-02-15 02:10:00,1.58E+12,6/30/2020,2020-06-30 11:26:00,1.59E+12,252,1,NULL,1/1/1998,NULL,NULL,en,239,None,7-Feb,10.1136,1/1/1998,NULL,NULL,1/1/1998,NULL,NULL,BMJ,NULL,0,0,1,Gut,None,Crossref,None,Ecological control of the gastrointestinal tract. The role of probiotic flora,journal-article,NULL,42,170
